asset_id,asset_name,category,warehouse,quantity,reorder_level,unit_price,supplier_id,last_updated,status
ASTBF53E043,present finish,Tools,San Antonio,98,20,395.17,VND999ED598,2024-07-28,Active
AST15921BDB,former school,Vehicles,Dallas,189,21,899.38,VNDCAF05089,2026-02-02,Active
AST12F43CA1,price because,Vehicles,Philadelphia,126,27,623.5,VNDF7A9FFF9,2025-04-27,Discontinued
AST0A86B5C6,executive cut,Computers,San Jose,148,41,557.12,VND97FA9A66,2024-05-13,Active
ASTC523E817,later choose,Machinery,Dallas,108,24,291.85,VNDD6FBFD33,2025-10-18,Active
AST0F0FCE65,environmental west,Computers,Dallas,110,20,136.58,VND80A0A536,2024-08-30,Active
AST39CDAE38,see board,Infrastructure,Phoenix,74,8,242.29,VNDB732CC31,2024-05-23,Active
AST7533462C,west look,Furniture,Los Angeles,118,13,665.4,VND6C887C82,2025-11-09,Active
AST55E507C3,until instead,Computers,San Jose,86,9,304.52,VND0D050C25,2025-01-10,Active
AST3CCBCA32,first four,Infrastructure,New York,116,16,617.9,VND3FC620C0,2024-06-22,Low Stock
ASTB696CDAB,partner later,Computers,Austin,38,10,204.45,VND020FD5AF,2025-11-29,Active
ASTD6A54E69,answer your,Machinery,San Diego,19,4,12.16,VNDB598AD91,2024-07-29,Low Stock
ASTA9E30E9F,increase happy,Computers,Jacksonville,105,28,415.36,VND7B8206C3,2024-09-23,Active
AST333212BB,adult environmental,Furniture,Austin,158,38,109.98,VNDCFB6DC09,2025-10-07,Active
AST8B259876,worry reason,Machinery,Austin,28,7,174.26,VNDD24A1BC5,2024-07-13,Discontinued
AST303F4273,natural event,Tools,San Jose,83,22,60.99,VND08CE8CA7,2025-12-31,Active
AST6F2B7DD3,daughter answer,Furniture,New York,76,21,89.03,VND2258ABB1,2024-03-30,Active
AST7D6DDD84,sign national,Machinery,Phoenix,54,9,993.33,VND97E5802F,2025-06-05,Active
ASTF5504B65,thus determine,Computers,Jacksonville,110,30,550.38,VNDA74DADEC,2024-04-13,Active
AST67F65CE8,trip near,Furniture,Chicago,83,12,227.0,VND3A746CBD,2025-01-17,Active
ASTE3EF16E9,several success,Tools,Los Angeles,92,10,482.69,VNDE6A4DD03,2025-05-26,Active
ASTBE7F1A05,lawyer others,Vehicles,San Antonio,26,3,281.52,VNDC178B24A,2024-06-12,Active
AST25620642,candidate cost,Furniture,Los Angeles,50,9,159.36,VND139B2EB5,2025-12-06,Active
AST9A308294,lead relationship,Furniture,Chicago,180,29,681.58,VND1DF449E3,2024-03-06,Low Stock
AST4DF40783,partner protect,Infrastructure,San Antonio,81,21,876.83,VNDEB6F8ED3,2024-02-17,Active
AST16C01A17,good turn,Infrastructure,San Jose,117,33,194.39,VND389A891A,2024-01-26,Active
ASTA0817464,production structure,Tools,Phoenix,68,10,133.19,VND139B2EB5,2024-04-09,Active
AST8BDFA8FB,it base,Computers,Jacksonville,17,4,12.42,VND0300765D,2024-06-04,Active
AST362A8649,follow close,Computers,Chicago,52,7,949.04,VND65B60718,2025-10-02,Active
ASTF2C3F038,not character,Vehicles,New York,62,9,386.75,VND1DF7F1DC,2025-03-27,Active
AST5D4725CE,well letter,Machinery,San Diego,114,18,155.11,VND3D2A9A3A,2025-12-10,Active
ASTBF1778B8,information offer,Machinery,Austin,69,18,323.63,VND489E103A,2025-06-30,Active
AST5AED505A,nor yeah,Tools,San Jose,40,6,143.37,VNDF909C443,2025-07-26,Low Stock
ASTA320BDC0,growth edge,Computers,New York,160,44,510.06,VNDD6FBFD33,2024-05-06,Active
AST8C081F0A,college policy,Machinery,Los Angeles,153,44,315.63,VNDB1228DD8,2026-02-11,Discontinued
AST0071B53F,sea argue,Vehicles,Los Angeles,134,37,74.84,VNDF549E284,2024-05-13,Active
ASTF113DC02,economy occur,Computers,Jacksonville,98,23,58.04,VND1A32B030,2026-03-17,Active
AST06123C09,indeed ready,Infrastructure,San Jose,95,16,274.8,VND6E96F23C,2025-03-04,Active
AST1B7C4B37,attack blood,Computers,Jacksonville,140,35,113.74,VND1DF7F1DC,2026-03-29,Discontinued
AST35632C91,type hair,Furniture,Philadelphia,106,25,310.89,VND2FE40F33,2024-08-29,Active
AST7B6FFC18,forget area,Vehicles,San Diego,144,23,888.98,VND4D8ED92A,2024-03-26,Active
AST2993CD80,word space,Vehicles,Phoenix,108,19,526.45,VND4706504E,2025-12-08,Active
AST12FC5A89,training hundred,Tools,Austin,80,17,240.39,VND1C52ED63,2026-04-09,Active
ASTAD32A90F,staff certain,Tools,San Jose,15,3,616.85,VND11B92497,2024-01-02,Active
AST59F4E2CD,population guess,Computers,San Antonio,81,11,204.32,VND489E103A,2025-09-05,Active
ASTA54E0843,into four,Machinery,Philadelphia,76,11,143.66,VNDAE27E9B6,2024-01-21,Active
AST6F91A6B7,fact four,Tools,San Diego,106,11,662.11,VND557FD788,2026-04-19,Active
AST0DF6EB6A,travel soon,Vehicles,Los Angeles,38,9,190.94,VNDA0E8AF6C,2026-03-19,Active
AST20C3E77E,clearly image,Tools,Jacksonville,33,9,589.59,VND4A2B2E76,2026-07-27,Active
AST1579E881,gun could,Machinery,Houston,202,39,828.79,VND6B54C68D,2025-09-21,Active
ASTEA1CCDEE,probably attention,Tools,Philadelphia,21,5,111.19,VNDB732CC31,2025-07-06,Low Stock
AST48663691,truth improve,Furniture,Houston,63,9,462.47,VND1DF449E3,2026-03-22,Active
AST358D328B,article necessary,Computers,Phoenix,174,36,631.45,VND650A3AAA,2025-12-18,Active
ASTABCEE0F6,picture record,Infrastructure,San Antonio,53,15,937.03,VND109E5C6F,2025-06-12,Active
AST559DD554,modern try,Infrastructure,Jacksonville,63,12,102.16,VNDE3830203,2024-12-03,Active
AST6812A4A1,other with,Infrastructure,San Diego,15,1,668.94,VNDC939E188,2025-11-08,Active
ASTC31C0281,ahead computer,Computers,New York,182,31,460.7,VNDF549E284,2025-10-29,Active
ASTCE640894,either feel,Tools,Jacksonville,45,10,420.86,VNDE6156EFE,2025-07-16,Active
ASTC8DB1E71,level imagine,Computers,Dallas,49,7,913.99,VND8E10A670,2026-02-09,Active
AST7BE32511,main table,Infrastructure,Los Angeles,82,17,494.18,VND07F575C8,2025-04-07,Low Stock
AST3A96D7C2,amount plan,Machinery,Philadelphia,1,1,732.25,VNDDA6D8C81,2026-07-01,Active
AST54C54A85,seat animal,Vehicles,Jacksonville,50,14,116.61,VND97E5802F,2025-12-20,Active
AST90DF4A54,affect since,Infrastructure,Chicago,117,15,972.87,VND49FA8EB1,2025-02-23,Active
AST6DB7ACA1,thousand product,Tools,San Jose,146,42,285.75,VND36436386,2024-01-13,Discontinued
ASTD10903F5,by order,Tools,Chicago,53,10,437.44,VND048CF2D5,2024-08-26,Active
ASTEF7BDAD4,suffer behavior,Furniture,Jacksonville,108,25,677.52,VND88584A44,2025-01-08,Active
ASTA13825B7,like poor,Computers,New York,71,19,518.76,VNDF9F92F21,2024-04-23,Low Stock
ASTA46C34B7,network force,Furniture,Houston,145,26,327.43,VNDF549E284,2024-11-20,Active
ASTA0068FF7,bank question,Tools,Houston,99,24,207.22,VND8C1D087C,2026-06-26,Active
AST042A6648,cold soon,Vehicles,Austin,157,43,454.89,VNDC178B24A,2024-01-10,Active
AST82891A07,personal special,Computers,Dallas,110,25,184.35,VND7DD7F0E9,2024-06-20,Active
AST94AEAEFF,send act,Computers,Dallas,145,40,138.2,VNDE4298A7B,2025-12-05,Active
AST514A6F90,star interesting,Infrastructure,Los Angeles,99,17,491.92,VND27D705EA,2024-03-18,Active
AST068E7F28,bag require,Computers,San Jose,82,21,811.61,VNDB3180A0E,2025-07-10,Active
AST40482A1A,home rather,Vehicles,Jacksonville,141,21,284.3,VNDCAF05089,2024-12-07,Active
AST2DA79759,long across,Computers,Dallas,80,21,291.98,VND57CA31A1,2026-04-08,Active
ASTDDF76CD0,difference themselves,Tools,Jacksonville,143,29,785.24,VND9E3DBA67,2024-09-14,Active
ASTA0B5912F,special last,Computers,Chicago,53,13,551.53,VND18221D96,2025-04-17,Active
AST7D3FDE52,sport memory,Computers,Houston,70,11,619.23,VND590E7C93,2024-05-23,Active
ASTAD2559AB,appear not,Infrastructure,San Jose,157,36,967.68,VNDD6FBFD33,2026-02-05,Active
ASTE3A35EB5,contain event,Computers,Houston,92,25,734.51,VND11B92497,2025-07-11,Active
AST1EFBB165,special really,Infrastructure,Houston,63,14,491.79,VND4EC61792,2025-11-15,Active
AST0D908A98,consider describe,Tools,Dallas,188,39,616.41,VND76746C6A,2026-05-01,Active
ASTDFE14F79,wind leader,Tools,Dallas,134,28,508.74,VND1A73FC33,2024-10-16,Active
AST724628FD,effort today,Furniture,Chicago,86,14,493.27,VND6FADEC72,2025-02-17,Active
AST7F8D188F,operation city,Furniture,San Diego,87,9,420.93,VNDF9F92F21,2025-02-04,Active
ASTD45A6D7D,woman personal,Machinery,Phoenix,82,21,535.13,VND448E4836,2025-10-03,Active
AST75624FDC,customer real,Tools,Phoenix,97,28,117.67,VND88584A44,2024-05-24,Active
ASTE60C379F,explain reality,Tools,Houston,70,16,493.71,VND0300765D,2025-09-08,Active
ASTB2EF7750,left total,Machinery,Houston,115,17,453.92,VND8CAEB48D,2024-02-11,Active
AST0213CF67,social perform,Machinery,Jacksonville,4,1,596.2,VND7254F792,2025-08-23,Active
AST0F8FFB17,level begin,Tools,Austin,128,24,788.06,VND4EA7F305,2025-04-11,Active
ASTDAF0213F,Mr order,Vehicles,Chicago,116,15,746.1,VND6FADEC72,2024-08-21,Low Stock
AST7BB3701F,yard single,Tools,New York,102,17,525.12,VNDF909C443,2024-03-14,Active
ASTA03A6616,ok itself,Tools,Austin,116,30,511.78,VND1306F6E1,2025-03-12,Active
AST35251557,sing sister,Vehicles,New York,118,21,866.52,VNDBC15E50D,2026-06-20,Active
ASTC87DE2E6,wish away,Furniture,Los Angeles,173,28,986.44,VND9724A5FF,2024-06-12,Active
AST0738BF5F,again red,Furniture,Philadelphia,140,34,956.13,VNDD2BB8334,2025-10-14,Active
ASTCFC081E4,fear chance,Machinery,Philadelphia,90,18,664.44,VNDC995E3B7,2025-10-02,Active
AST7FC07B6C,government future,Vehicles,Phoenix,36,5,370.02,VND7E4DB750,2024-10-27,Active
ASTCCAF8D47,read newspaper,Machinery,New York,141,40,51.18,VND6E96F23C,2025-07-06,Active
AST5237BFF4,read kind,Furniture,Philadelphia,16,3,791.93,VNDC73A3BD4,2024-08-25,Active
AST8A4B66C8,morning music,Computers,San Antonio,145,15,474.68,VNDF981F27F,2025-11-14,Active
AST6B033267,employee share,Computers,Jacksonville,51,13,840.71,VND3AF51314,2026-05-15,Active
AST1AECD751,southern five,Tools,New York,154,33,87.41,VND6F35B3AD,2026-06-11,Active
AST5CFA2A83,arrive shoulder,Computers,San Diego,159,21,107.44,VND4706504E,2024-07-09,Active
ASTBE4FD869,fear community,Tools,San Antonio,118,15,419.47,VND23FDC749,2026-07-12,Low Stock
ASTA53B2B10,indeed professional,Computers,Dallas,77,14,386.51,VNDA6643FA7,2024-03-05,Active
ASTE083FECC,interest front,Furniture,Austin,146,17,780.41,VND439CBBCF,2024-06-06,Active
ASTA759C6CC,mind since,Computers,Philadelphia,135,21,940.3,VNDAEE88F85,2025-07-02,Active
ASTBBB3C348,when television,Infrastructure,Philadelphia,100,27,882.05,VND8539FA55,2025-10-29,Active
AST58847E89,local treatment,Furniture,New York,1,1,316.84,VND3D2A9A3A,2024-09-25,Active
ASTF624F02C,return despite,Furniture,Chicago,50,10,228.38,VND07F575C8,2026-06-21,Active
ASTEF1202EE,development effect,Infrastructure,San Diego,70,20,93.46,VND590E7C93,2024-01-14,Active
AST71E89870,security message,Computers,Austin,92,15,829.21,VND44174C92,2024-01-10,Active
AST5EEAF5FD,address laugh,Infrastructure,Chicago,112,23,411.07,VNDA6643FA7,2024-12-21,Active
AST3B2CB570,piece shoulder,Furniture,San Diego,68,15,168.13,VND8CAEB48D,2026-06-25,Active
AST3AB5C1D1,beautiful high,Tools,Philadelphia,189,38,981.45,VNDF549E284,2024-10-30,Discontinued
ASTC3CA3C70,effort seven,Computers,Chicago,117,18,29.82,VNDAB26D618,2025-09-22,Active
ASTF9419A57,name see,Infrastructure,Dallas,154,16,324.06,VNDF545674F,2026-01-29,Active
AST3AB501B7,summer visit,Tools,Phoenix,73,20,233.93,VND589660CD,2025-01-27,Active
ASTD6ED095A,field upon,Tools,Los Angeles,109,17,108.03,VND5FBBF7E5,2024-05-08,Low Stock
AST27023EF1,collection single,Computers,Austin,142,26,348.13,VND048CF2D5,2025-06-16,Active
AST7D928473,draw new,Vehicles,Dallas,148,33,916.99,VND36436386,2026-06-27,Active
AST8CADC636,watch inside,Tools,Houston,181,24,583.02,VND29251C8F,2025-05-21,Active
ASTBC0BB2C2,consumer significant,Vehicles,Phoenix,106,14,259.73,VND507751E2,2024-01-17,Active
ASTEF95AE6E,whether increase,Furniture,Phoenix,82,13,104.36,VND4F7B00FC,2025-05-04,Active
AST174FEFB7,prepare occur,Infrastructure,Jacksonville,82,8,648.19,VND65B60718,2025-03-04,Active
AST250C0951,week purpose,Tools,Jacksonville,79,14,729.19,VND38095B8C,2025-11-16,Active
AST663B0A5F,government reality,Tools,New York,125,15,35.68,VND8C1D087C,2024-08-03,Active
AST9CB0759D,authority particularly,Vehicles,Philadelphia,148,36,674.29,VND37AB5C39,2025-03-29,Active
AST44DCA80D,fund none,Tools,Dallas,146,40,295.94,VND34BC34BC,2024-02-08,Active
AST312FE3B3,home ten,Tools,Houston,124,24,76.82,VNDDFDF8860,2026-03-28,Active
AST4F7D0FEF,scene put,Infrastructure,Phoenix,77,9,790.08,VND34BC34BC,2025-06-16,Active
AST72354216,understand just,Tools,San Diego,101,24,425.68,VND18221D96,2024-02-27,Low Stock
AST72DE76ED,hard message,Furniture,San Antonio,90,14,147.44,VND18221D96,2024-04-12,Active
AST6AB5F9E7,candidate although,Tools,Chicago,90,19,715.33,VNDB520DAB7,2025-03-06,Active
ASTD38C70C8,to there,Furniture,San Diego,131,34,511.94,VND590E7C93,2024-12-17,Low Stock
ASTE8C245A7,stop easy,Vehicles,Philadelphia,74,16,362.73,VND4520F17A,2024-11-29,Active
ASTE01090BC,heavy figure,Vehicles,Philadelphia,15,4,236.84,VND3B5BB0BC,2024-02-01,Low Stock
AST486B5696,several peace,Infrastructure,Phoenix,179,47,996.96,VND29251C8F,2025-04-27,Active
AST342C8D89,democratic impact,Machinery,Chicago,138,29,573.0,VND65B60718,2025-12-07,Discontinued
AST2CF48935,education guess,Infrastructure,New York,123,15,681.49,VND66F3A422,2025-04-08,Active
AST322CBB9C,everyone so,Tools,Dallas,89,20,654.03,VND466655B2,2024-05-21,Active
ASTF097AEF6,others gas,Machinery,New York,82,11,678.33,VNDF7742C98,2025-03-20,Active
AST655676A5,while manage,Machinery,Dallas,102,11,848.14,VND4DC2D394,2024-04-27,Active
AST0407CDD0,onto move,Vehicles,San Diego,189,47,910.7,VNDB3180A0E,2025-12-08,Active
AST94DC6A00,official message,Tools,San Antonio,113,18,894.82,VND0B515B0E,2024-09-05,Active
AST2521D293,drive certainly,Vehicles,Dallas,66,11,302.58,VNDB8A208B5,2024-04-29,Active
ASTF70C82A9,reduce leave,Computers,Dallas,103,28,664.26,VNDAB26D618,2024-06-13,Active
AST0FC1DBD2,reality risk,Machinery,San Diego,179,43,231.22,VND5FBBF7E5,2025-09-08,Active
AST3E0D83B7,account yeah,Machinery,Austin,109,29,740.61,VNDA957A7D0,2025-07-21,Active
AST5665EC07,through market,Tools,Los Angeles,148,17,63.03,VND8539FA55,2026-06-19,Active
ASTF26EF863,your officer,Furniture,Austin,55,9,139.62,VND11B92497,2025-04-05,Active
AST9D746F06,win point,Infrastructure,Houston,111,31,917.68,VNDDA6D8C81,2024-06-26,Active
AST9585883A,statement order,Machinery,Los Angeles,100,25,565.88,VND650A3AAA,2024-10-20,Low Stock
ASTABBC1803,present wide,Computers,Austin,139,15,946.55,VNDAB26D618,2025-08-31,Active
AST4E36D17B,image will,Vehicles,Austin,140,20,699.67,VND7290C297,2026-07-18,Active
AST81AC8B85,difficult every,Tools,San Jose,118,19,84.63,VNDCFB6DC09,2025-06-24,Active
ASTDC918314,feeling front,Machinery,New York,50,11,81.35,VND1DF449E3,2024-01-31,Active
AST4C33A59D,good stock,Furniture,Dallas,138,24,490.04,VNDBA0CC89B,2024-09-22,Low Stock
ASTCC1F6255,window as,Infrastructure,San Diego,90,24,896.94,VND154E8965,2024-03-28,Active
ASTD26380BD,direction finally,Vehicles,San Jose,95,26,32.06,VND6FADEC72,2026-05-05,Active
AST412EB721,control thought,Vehicles,Houston,141,28,210.85,VND220F792F,2026-06-30,Active
ASTFD5A87DC,treatment technology,Infrastructure,New York,144,27,159.43,VNDB1228DD8,2026-08-05,Active
AST17C1AD0F,every never,Tools,Houston,106,14,915.74,VND275CA511,2026-04-18,Low Stock
AST8F81C186,responsibility safe,Infrastructure,Los Angeles,81,20,181.47,VNDD74D095B,2025-12-21,Active
AST55BE797D,particularly must,Vehicles,Houston,12,2,605.51,VNDF10E17A7,2026-08-08,Active
ASTBC1DF9E6,single commercial,Furniture,San Jose,75,10,261.75,VND97E5802F,2026-01-16,Active
AST727279BF,own far,Computers,San Antonio,47,13,208.9,VND3A80813D,2024-09-17,Active
AST79C11C02,bank billion,Tools,Houston,108,29,314.02,VND44174C92,2024-11-02,Active
AST230D706A,daughter color,Furniture,Austin,49,13,848.49,VND8C1D087C,2024-11-11,Active
ASTA09B8CBA,your choice,Computers,Dallas,167,37,495.43,VNDE6A4DD03,2026-06-16,Discontinued
AST094B07DA,nature suggest,Infrastructure,Dallas,104,16,757.65,VNDDFDF8860,2025-02-17,Active
ASTAD7B7BA7,hold theory,Machinery,New York,115,27,910.98,VND111F855A,2026-05-01,Active
AST7DC4AE39,hear direction,Furniture,New York,142,28,414.17,VNDE13413E5,2024-12-26,Active
ASTCD724903,woman great,Furniture,Chicago,73,8,887.45,VND75832916,2025-11-28,Active
AST563F58DB,pay north,Tools,San Antonio,103,29,400.59,VND220F792F,2025-05-14,Active
AST7C4AB245,three recognize,Infrastructure,Phoenix,88,12,235.78,VND111F855A,2024-10-30,Low Stock
AST998AB999,everybody least,Computers,Houston,116,21,743.27,VND220F792F,2026-02-03,Active
ASTAB9AA9FD,walk total,Machinery,Chicago,53,7,554.11,VND44174C92,2025-03-13,Active
AST9BB8BFFE,recognize somebody,Vehicles,San Antonio,78,22,985.03,VND0CE75C53,2025-05-20,Active
AST12F1540E,audience worry,Machinery,San Antonio,44,4,623.34,VNDB732CC31,2026-07-25,Active
ASTF9A54290,perform reality,Infrastructure,Los Angeles,31,5,94.23,VND2AF9B25B,2025-09-10,Active
AST46847BFF,hard large,Computers,San Diego,67,17,961.54,VND448E4836,2025-09-23,Active
ASTBCA7FC59,pick modern,Infrastructure,Dallas,132,29,411.21,VND8CAEB48D,2024-09-21,Active
AST98DFDC21,those surface,Tools,Houston,94,26,226.58,VND9EBB9EB2,2024-07-22,Active
AST5FE61116,commercial various,Tools,San Antonio,156,38,159.46,VND3A746CBD,2025-04-19,Discontinued
ASTBC813CBC,measure wife,Machinery,Houston,77,20,869.95,VNDF7A9FFF9,2024-09-27,Active
ASTCBA18B82,senior art,Vehicles,Dallas,55,5,692.35,VND4520F17A,2025-09-12,Active
AST324B7E1F,player so,Tools,New York,112,30,76.21,VND417BDCE6,2026-02-23,Active
ASTED0DAF86,campaign talk,Furniture,Chicago,71,14,876.24,VND63A70F54,2025-07-11,Active
ASTCD3BC56B,try church,Machinery,Los Angeles,165,26,976.32,VNDB8A208B5,2025-03-01,Active
AST98829A47,today exactly,Vehicles,Houston,70,17,588.28,VNDB598AD91,2025-11-14,Low Stock
AST47449481,wish maybe,Computers,Los Angeles,160,18,71.51,VND34264845,2026-05-18,Active
ASTD637ED8E,gas sign,Vehicles,San Diego,103,24,483.75,VNDD74D095B,2026-01-10,Active
ASTA536B13E,base usually,Furniture,Houston,116,20,997.73,VND79774EB1,2024-10-23,Active
ASTC252FF3E,discuss enter,Vehicles,Austin,32,6,212.03,VND1FA33A03,2024-02-16,Active
AST5731AABC,ever artist,Infrastructure,Philadelphia,132,14,449.13,VNDF909C443,2024-07-14,Active
AST02A93803,often near,Furniture,Los Angeles,105,19,88.39,VND34264845,2026-07-14,Active
AST12473274,end along,Computers,San Diego,104,27,540.54,VND65B60718,2024-01-15,Active
ASTF16DB67D,might upon,Furniture,Chicago,43,9,848.23,VND3FC620C0,2024-07-20,Active
AST29E1C78C,another subject,Furniture,Jacksonville,169,32,832.68,VND03F2A471,2024-12-14,Active
ASTF3524CCE,education pull,Furniture,Austin,100,24,20.38,VND8BC82E76,2025-05-01,Active
AST9E22E507,truth letter,Tools,San Diego,109,13,746.51,VND0D050C25,2024-01-20,Active
AST2163EF1E,car side,Vehicles,Houston,79,9,994.27,VNDA957A7D0,2024-05-03,Active
AST0AD0E5A5,statement wrong,Furniture,Austin,106,14,112.28,VNDF7742C98,2024-07-17,Active
AST371FE039,decade police,Machinery,Jacksonville,101,25,974.94,VND4EC61792,2024-01-23,Active
AST13D7629E,part occur,Furniture,Los Angeles,159,22,562.24,VND894C6368,2025-11-06,Discontinued
AST8C262D84,boy reflect,Machinery,San Jose,114,14,549.02,VND7290C297,2026-04-10,Active
ASTC20F65D0,government three,Computers,Chicago,86,21,500.62,VND3A746CBD,2024-06-19,Active
AST8EF536B9,particular mention,Vehicles,San Antonio,168,42,205.78,VND4A2B2E76,2024-11-26,Active
AST22AF28D4,drug buy,Computers,Jacksonville,125,27,197.73,VNDD6D686D6,2025-01-19,Active
AST3A8DBDA4,politics give,Tools,San Antonio,79,13,471.22,VND4706504E,2026-02-22,Active
ASTFCD8532B,election expect,Tools,Austin,33,6,386.21,VND3FC620C0,2026-02-24,Active
AST714BFAFB,wear number,Infrastructure,San Diego,8,1,859.84,VNDB1228DD8,2025-01-28,Active
AST4BD12032,he item,Machinery,Jacksonville,69,15,389.19,VND616471F8,2025-06-17,Active
AST86843B10,best long,Vehicles,Philadelphia,25,5,662.1,VND507751E2,2025-02-21,Active
AST9B334562,trade western,Tools,San Diego,22,6,643.57,VND86F10A10,2024-11-07,Discontinued
AST10F10CC0,until drive,Tools,New York,172,30,276.26,VND275CA511,2026-06-06,Active
AST00362C5B,middle nice,Infrastructure,Jacksonville,165,33,802.09,VND1199176D,2024-05-22,Low Stock
AST8A603899,painting television,Machinery,Philadelphia,68,8,14.76,VND466655B2,2024-05-29,Active
ASTCE0B846F,price why,Machinery,Jacksonville,1,1,774.09,VND466655B2,2025-06-19,Active
AST3AC0A432,teach indeed,Vehicles,Houston,31,3,858.04,VND2094DBBC,2026-01-13,Low Stock
AST676B7B5A,expert color,Vehicles,New York,121,32,441.95,VND220F792F,2025-12-12,Active
AST6B2ED820,bit leave,Infrastructure,San Diego,145,43,930.7,VNDE3830203,2024-03-23,Active
AST67DFDFCB,report star,Tools,Jacksonville,125,14,622.07,VND3D2A9A3A,2025-12-25,Active
ASTFAE526F8,along so,Vehicles,Austin,144,23,442.86,VND1A32B030,2024-03-02,Active
AST235B6C56,go figure,Computers,San Antonio,94,23,436.94,VNDD2BB8334,2025-12-10,Active
AST45350F8A,property must,Machinery,San Jose,62,9,952.53,VNDD902468E,2024-02-18,Active
ASTAED7ECE0,move such,Vehicles,Chicago,115,15,846.24,VND8E10A670,2024-05-25,Active
AST168F26AD,service reality,Infrastructure,Austin,114,16,76.57,VNDB520DAB7,2024-10-29,Active
AST303459FF,claim short,Computers,Houston,70,14,136.93,VND19CF5E06,2025-04-06,Low Stock
AST98DBB487,there director,Vehicles,Houston,80,8,714.77,VNDF7A9FFF9,2025-07-05,Active
ASTCA034793,into address,Vehicles,Chicago,67,8,783.1,VND389A891A,2026-06-13,Active
AST7E445794,close civil,Vehicles,San Antonio,80,19,990.46,VND3AF51314,2026-01-30,Active
AST3D3E233D,professor talk,Computers,Dallas,136,17,391.35,VNDB520DAB7,2024-07-27,Active
ASTCB101B0A,particular technology,Machinery,Chicago,59,7,532.46,VNDDA6D8C81,2024-01-28,Active
ASTAB16C1FF,true thousand,Machinery,San Jose,181,45,732.32,VNDE6156EFE,2025-02-23,Active
AST1C1DBE04,should painting,Computers,Jacksonville,129,14,75.7,VNDF909C443,2025-11-16,Active
AST4AA4792B,one decide,Furniture,Philadelphia,135,18,100.03,VND88584A44,2025-08-28,Active
ASTC23A890D,Congress media,Furniture,Los Angeles,156,35,587.28,VNDCAF05089,2025-03-28,Active
ASTFE76E9D4,use husband,Tools,San Diego,121,30,684.4,VND76F0F0E0,2025-07-28,Active
AST599F1E63,specific as,Vehicles,Jacksonville,79,23,775.44,VND4AFDF46C,2025-01-26,Active
AST0A153068,read campaign,Infrastructure,New York,150,21,819.33,VNDF10E17A7,2025-12-21,Active
AST2BE00486,myself issue,Furniture,Phoenix,156,23,247.42,VND49098C56,2025-02-04,Active
AST70AB0AE9,know certain,Furniture,Dallas,86,23,229.35,VND3AF51314,2026-07-03,Active
AST1FB394D7,again serve,Infrastructure,San Antonio,57,16,695.27,VNDC178B24A,2026-04-12,Active
AST3935E448,act chair,Infrastructure,Dallas,81,24,79.88,VND96325CEF,2024-11-11,Active
ASTA9BF8E60,stage piece,Machinery,Houston,83,14,340.17,VND80A0A536,2026-06-08,Active
AST24BF6A58,lose phone,Machinery,Austin,152,42,783.52,VNDC995E3B7,2025-08-29,Active
AST72B5E0E8,response dinner,Machinery,San Antonio,119,25,49.06,VND10335071,2025-10-04,Active
AST2976B3C1,expect of,Vehicles,San Diego,145,28,317.94,VND6FADEC72,2024-05-22,Active
AST34658D81,plant song,Tools,Jacksonville,158,42,981.7,VND397FE668,2025-07-06,Active
AST5A7F3EFB,within teach,Vehicles,San Antonio,1,1,644.04,VND8BC82E76,2025-07-15,Active
AST2A9AD034,fact huge,Computers,Jacksonville,111,21,64.77,VND7DD7F0E9,2025-03-31,Active
ASTFBF1E70F,table visit,Tools,Austin,143,42,730.0,VNDF464A966,2025-06-06,Active
AST3FE45821,international recent,Computers,Jacksonville,143,40,609.05,VND49FA8EB1,2024-05-18,Active
AST48B2DD77,always author,Infrastructure,Austin,111,16,717.56,VND62396BAB,2024-05-16,Active
ASTB2CC2AB2,and right,Computers,Philadelphia,18,3,32.75,VND2258ABB1,2025-04-12,Active
AST5D9B86E0,practice half,Infrastructure,Jacksonville,79,21,625.07,VNDE05F71D7,2026-05-19,Low Stock
AST0056E96F,decade can,Machinery,Houston,145,25,653.56,VND220F792F,2026-08-08,Active
ASTC5E5F13A,message college,Infrastructure,Philadelphia,140,31,939.82,VND4D8ED92A,2024-01-21,Active
AST153A99F0,most seek,Tools,Philadelphia,2,1,899.86,VNDCDB882C0,2026-01-05,Active
AST37655064,growth together,Vehicles,Chicago,121,23,401.32,VND4F7B00FC,2026-06-11,Active
AST5A4B4C1E,design pay,Machinery,Philadelphia,39,10,357.5,VND1A32B030,2024-05-13,Active
AST07D854F3,mouth side,Furniture,San Diego,106,29,837.92,VNDD902468E,2024-03-21,Active
AST4443BFBC,or place,Vehicles,Phoenix,19,4,267.3,VND76F0F0E0,2024-09-14,Active
AST9852D53D,always soon,Vehicles,Phoenix,78,21,710.87,VND17D7E4DC,2025-09-21,Discontinued
ASTC6429E98,him production,Infrastructure,Philadelphia,94,11,537.38,VND1199176D,2025-03-09,Active
AST2D72DDCC,miss person,Tools,Austin,96,10,211.67,VND86F10A10,2025-10-20,Active
ASTB527B894,direction already,Vehicles,Dallas,12,3,674.31,VND96325CEF,2025-08-09,Active
AST99052509,employee so,Infrastructure,Philadelphia,61,7,767.47,VND7B4F5D31,2025-12-09,Active
AST4AE3F7F0,else interesting,Infrastructure,Austin,1,1,910.27,VND8C1D087C,2024-01-11,Active
