event_id,event_type,severity,department,employee_id,location,created_at,resolved_at,status,requires_approval
EVT78875811,Compliance Issue,Normal,Quality,EMP700DFD4A,San Antonio,2024-05-27 00:00:00,2024-06-11 00:00:00,Resolved,No
EVT37E85F74,Employee Injury,Warning,Finance,EMP83EC6E44,Jacksonville,2024-04-15 00:00:00,2024-04-19 00:00:00,Resolved,No
EVTD02BABD6,Power Outage,Warning,Procurement,EMPE4AF66C6,San Antonio,2024-10-04 00:00:00,,Pending,Yes
EVT272A0779,Machine Breakdown,Critical,HR,EMPA83E2C33,Chicago,2024-04-08 00:00:00,,Pending,No
EVT41AF95A7,Purchase Request,Normal,Operations,EMPF86EB983,San Diego,2024-02-28 00:00:00,2024-03-11 00:00:00,Escalated,No
EVT852E58F2,Equipment Failure,Normal,IT,EMPC027B805,Los Angeles,2024-03-02 00:00:00,2024-03-17 00:00:00,Resolved,Yes
EVTF9FDBD27,Customer Escalation,Warning,Sales,EMP8A60F66A,San Jose,2024-05-24 00:00:00,2024-05-31 00:00:00,Resolved,Yes
EVT36E9EA87,Customer Escalation,Warning,Procurement,EMP68541E87,Dallas,2024-03-26 00:00:00,2024-04-01 00:00:00,Resolved,No
EVT69C1C57F,Vendor Delay,Critical,Logistics,EMP47578833,San Antonio,2024-02-15 00:00:00,2024-02-16 00:00:00,Resolved,No
EVT982151A8,Cyber Alert,Critical,HR,EMP67C6B83D,New York,2024-07-04 00:00:00,2024-07-06 00:00:00,Resolved,No
EVTF47C9CBB,Purchase Request,Warning,Logistics,EMP4A81C710,San Jose,2024-01-10 00:00:00,2024-01-17 00:00:00,Resolved,No
EVT6A5B5955,Equipment Failure,Critical,Sales,EMP431988D9,San Jose,2024-04-03 00:00:00,2024-04-04 00:00:00,Resolved,No
EVTA83096FC,Equipment Failure,Warning,Quality,EMP7E6ACDF0,Dallas,2024-03-24 00:00:00,2024-03-31 00:00:00,Resolved,No
EVT8752472F,Customer Escalation,Normal,Quality,EMPFEF2013D,Phoenix,2024-01-16 00:00:00,,Pending,No
EVT89EE7E89,Compliance Issue,Critical,Logistics,EMPFB1AC941,San Jose,2024-11-11 00:00:00,2024-11-14 00:00:00,Resolved,No
EVT206E3D8D,Compliance Issue,Critical,Finance,EMP25BF3802,Philadelphia,2024-11-10 00:00:00,2024-11-13 00:00:00,Resolved,No
EVTDE11D56C,Inventory Shortage,Normal,Marketing,EMPB723182B,New York,2024-12-22 00:00:00,,Pending,No
EVT45CF60CD,Customer Escalation,Warning,Logistics,EMP3A80F757,Houston,2024-12-05 00:00:00,2024-12-11 00:00:00,Resolved,No
EVT53C6B4F5,Compliance Issue,Normal,IT,EMP2B044AB4,Houston,2024-09-16 00:00:00,2024-09-23 00:00:00,Resolved,Yes
EVT8D72F1B7,Compliance Issue,Warning,Manufacturing,EMP4964096D,Dallas,2024-09-15 00:00:00,2024-09-22 00:00:00,Resolved,Yes
EVT745641E9,Compliance Issue,Normal,Logistics,EMPE1756F98,New York,2024-11-19 00:00:00,2024-12-04 00:00:00,Resolved,Yes
EVTF60B6ACF,Machine Breakdown,Critical,Quality,EMP43E6424B,Philadelphia,2024-11-12 00:00:00,,Pending,No
EVT57552EBB,Equipment Failure,Critical,HR,EMPF3E99828,Houston,2024-01-27 00:00:00,2024-01-30 00:00:00,Resolved,No
EVT96C0BF56,Customer Escalation,Warning,Logistics,EMP57F977CB,Dallas,2024-03-13 00:00:00,,Pending,No
EVTD646CB5B,Vendor Delay,Warning,Finance,EMP8C06486C,Houston,2024-04-08 00:00:00,2024-04-11 00:00:00,Resolved,No
EVT61978337,Equipment Failure,Critical,Operations,EMP95BDF9FC,San Diego,2024-09-09 00:00:00,2024-09-12 00:00:00,Resolved,No
EVT6706AD49,Customer Escalation,Critical,IT,EMP67DF9928,Jacksonville,2024-08-23 00:00:00,2024-08-26 00:00:00,Resolved,No
EVT950F8E4C,Machine Breakdown,Warning,Quality,EMPB0BA6765,Philadelphia,2024-05-08 00:00:00,2024-05-11 00:00:00,Resolved,No
EVT1B84A27E,Cyber Alert,Critical,HR,EMP7782B4F9,Dallas,2024-12-21 00:00:00,2024-12-22 00:00:00,Escalated,No
EVT00F74608,Employee Injury,Critical,HR,EMPAB2D46A5,Phoenix,2024-06-19 00:00:00,,Pending,No
EVT4543417B,Machine Breakdown,Critical,Operations,EMP34A92786,San Diego,2024-01-27 00:00:00,,Pending,No
EVT01D0B2CC,Employee Injury,Warning,Marketing,EMPB0A33372,Jacksonville,2024-01-23 00:00:00,2024-01-27 00:00:00,Resolved,No
EVT62A6A692,Customer Escalation,Critical,IT,EMP978D344B,Houston,2024-08-22 00:00:00,2024-08-23 00:00:00,Resolved,No
EVT7A9B604C,Equipment Failure,Normal,Logistics,EMPE17E6A8C,Jacksonville,2024-11-22 00:00:00,2024-11-29 00:00:00,Resolved,No
EVT5A91B471,Inventory Shortage,Normal,Marketing,EMP16FF2B31,Chicago,2024-08-04 00:00:00,2024-08-17 00:00:00,Resolved,No
EVTD353674F,Purchase Request,Normal,Finance,EMP9380316A,New York,2024-02-13 00:00:00,2024-02-22 00:00:00,Escalated,No
EVT4DB7FCCD,Cyber Alert,Critical,Sales,EMP040ADCC3,Chicago,2024-10-25 00:00:00,2024-10-26 00:00:00,Resolved,No
EVT96B4C682,Customer Escalation,Critical,Marketing,EMP1E4D7C85,Los Angeles,2024-01-27 00:00:00,2024-01-28 00:00:00,Resolved,No
EVTD9689A7B,Employee Injury,Critical,Quality,EMP268BB8EA,Austin,2024-06-07 00:00:00,2024-06-08 00:00:00,Resolved,Yes
EVTB583F72A,Compliance Issue,Warning,Marketing,EMP9824D2C5,San Diego,2024-04-09 00:00:00,2024-04-16 00:00:00,Resolved,No
EVT26EC1887,Cyber Alert,Warning,HR,EMP2A950851,Dallas,2024-02-19 00:00:00,2024-02-25 00:00:00,Resolved,No
EVT57AC86EE,Power Outage,Critical,Finance,EMP9B4849DA,New York,2024-02-17 00:00:00,2024-02-19 00:00:00,Resolved,No
EVT634FD133,Equipment Failure,Critical,HR,EMP3E68F466,Philadelphia,2024-06-01 00:00:00,2024-06-03 00:00:00,Resolved,Yes
EVT452B2449,Power Outage,Critical,Procurement,EMPBCEBF702,San Jose,2024-06-17 00:00:00,,Pending,No
EVT1A3D363A,Inventory Shortage,Normal,Finance,EMP49717173,Dallas,2024-04-07 00:00:00,,Pending,No
EVT5D510D5E,Compliance Issue,Warning,Quality,EMPF2199529,Philadelphia,2024-06-08 00:00:00,2024-06-15 00:00:00,Resolved,Yes
EVTD8FDB202,Machine Breakdown,Warning,Sales,EMP77AEEF52,Houston,2024-08-18 00:00:00,2024-08-24 00:00:00,Resolved,Yes
EVT9D098AF5,Compliance Issue,Critical,Operations,EMPC5CC0FA7,San Antonio,2024-08-02 00:00:00,2024-08-04 00:00:00,Resolved,Yes
EVT2D16776F,Customer Escalation,Warning,IT,EMPE7E4D508,San Jose,2024-05-08 00:00:00,,Pending,No
EVT913F6399,Cyber Alert,Critical,Procurement,EMP9380316A,Houston,2024-07-14 00:00:00,2024-07-17 00:00:00,Resolved,Yes
EVT58AEDE4F,Cyber Alert,Critical,IT,EMP01BFDF2D,San Antonio,2024-06-15 00:00:00,2024-06-16 00:00:00,Resolved,Yes
EVT3DDB12A2,Inventory Shortage,Warning,Marketing,EMP571C3FC2,Jacksonville,2024-07-10 00:00:00,2024-07-14 00:00:00,Escalated,No
EVT7B3AC9E5,Machine Breakdown,Normal,Manufacturing,EMP3DAA18AD,Philadelphia,2024-06-04 00:00:00,,Pending,Yes
EVT976AE462,Customer Escalation,Warning,Sales,EMP75BC4D80,San Antonio,2024-04-25 00:00:00,2024-05-02 00:00:00,Resolved,No
EVTEF77B097,Cyber Alert,Critical,Quality,EMP85D4DDC2,New York,2024-11-28 00:00:00,2024-12-01 00:00:00,Escalated,No
EVTA1539BCD,Compliance Issue,Warning,Operations,EMPE74E115E,Houston,2024-03-29 00:00:00,,Pending,No
EVT5E30ADE5,Compliance Issue,Warning,Logistics,EMPA214F347,San Antonio,2024-03-13 00:00:00,,Pending,No
EVT847A866A,Power Outage,Warning,Quality,EMP05986040,Houston,2024-02-17 00:00:00,2024-02-23 00:00:00,Resolved,No
EVT428B233D,Customer Escalation,Critical,Sales,EMPAA2DF53A,San Antonio,2024-08-20 00:00:00,,Pending,No
EVT05FFC855,Employee Injury,Critical,Quality,EMP85E0B215,Jacksonville,2024-07-16 00:00:00,2024-07-18 00:00:00,Resolved,Yes
EVT3405F3A5,Purchase Request,Normal,HR,EMP0195B63D,San Diego,2024-03-15 00:00:00,,Pending,No
EVTED6556AA,Equipment Failure,Warning,HR,EMP8DF3B125,Chicago,2024-12-13 00:00:00,,Pending,Yes
EVT7D54771A,Equipment Failure,Critical,Manufacturing,EMPCF808236,Los Angeles,2024-11-21 00:00:00,2024-11-22 00:00:00,Resolved,No
EVTAAFD86A3,Employee Injury,Critical,Quality,EMP21272B8D,Phoenix,2024-10-18 00:00:00,2024-10-20 00:00:00,Resolved,No
EVT534D8113,Inventory Shortage,Normal,Marketing,EMPCB3FE8D7,Los Angeles,2024-11-05 00:00:00,2024-11-18 00:00:00,Resolved,No
EVT89BD14A3,Equipment Failure,Critical,IT,EMP7D31F4A4,San Jose,2024-01-13 00:00:00,2024-01-16 00:00:00,Resolved,No
EVT2F85AC10,Cyber Alert,Critical,Procurement,EMP1112411F,San Antonio,2024-07-01 00:00:00,,Pending,No
EVTC85E2560,Purchase Request,Normal,Manufacturing,EMPD09FD3D1,Chicago,2024-04-27 00:00:00,2024-05-10 00:00:00,Resolved,Yes
EVTF55211CE,Purchase Request,Normal,Manufacturing,EMP47BA4D82,Philadelphia,2024-03-31 00:00:00,2024-04-13 00:00:00,Resolved,Yes
EVT11AD7F78,Cyber Alert,Warning,Manufacturing,EMP55F9A6D6,San Antonio,2024-11-14 00:00:00,2024-11-19 00:00:00,Resolved,Yes
EVT210FEA10,Vendor Delay,Critical,Operations,EMPCA8E9FE3,Chicago,2024-06-30 00:00:00,2024-07-01 00:00:00,Resolved,No
EVTDD5ECFBA,Machine Breakdown,Critical,IT,EMP6D050E8D,San Jose,2024-11-26 00:00:00,2024-11-28 00:00:00,Resolved,No
EVTDAB39ACB,Power Outage,Critical,Finance,EMP3FFA3C03,Philadelphia,2024-08-03 00:00:00,2024-08-06 00:00:00,Resolved,Yes
EVT62347D7F,Inventory Shortage,Warning,IT,EMPFCF0F331,Philadelphia,2024-07-18 00:00:00,2024-07-23 00:00:00,Resolved,No
EVT0F67237F,Vendor Delay,Critical,HR,EMPD70AAF19,Los Angeles,2024-02-15 00:00:00,2024-02-17 00:00:00,Resolved,No
EVT9435B53D,Machine Breakdown,Normal,IT,EMP8CC6DD51,New York,2024-01-29 00:00:00,2024-02-05 00:00:00,Resolved,Yes
EVTCC149298,Purchase Request,Warning,Sales,EMP55C366DB,San Diego,2024-05-28 00:00:00,2024-06-02 00:00:00,Resolved,No
EVT4154B09F,Machine Breakdown,Warning,Quality,EMP072D1F54,New York,2024-01-30 00:00:00,,Pending,Yes
EVTB59DBEA8,Customer Escalation,Warning,Marketing,EMP9C814F9F,Houston,2024-08-04 00:00:00,2024-08-11 00:00:00,Resolved,No
EVT45718E0B,Power Outage,Critical,Manufacturing,EMP6D949449,Dallas,2024-09-05 00:00:00,2024-09-08 00:00:00,Resolved,Yes
EVT019953E8,Customer Escalation,Warning,Operations,EMPB2086772,San Antonio,2024-11-15 00:00:00,2024-11-21 00:00:00,Resolved,Yes
EVT56E448A7,Employee Injury,Critical,IT,EMPECCA11FA,San Antonio,2024-06-08 00:00:00,2024-06-09 00:00:00,Resolved,Yes
EVT8095CF84,Vendor Delay,Warning,Sales,EMPB2A99613,Dallas,2024-05-01 00:00:00,2024-05-08 00:00:00,Escalated,No
EVT0E22830D,Compliance Issue,Normal,IT,EMP31CA5D53,Phoenix,2024-07-22 00:00:00,2024-08-06 00:00:00,Resolved,No
EVT499C84B8,Customer Escalation,Warning,HR,EMP93F704DC,Philadelphia,2024-10-19 00:00:00,2024-10-22 00:00:00,Resolved,Yes
EVT240094AF,Compliance Issue,Warning,Marketing,EMP1301F8FA,Jacksonville,2024-06-13 00:00:00,2024-06-18 00:00:00,Resolved,No
EVTE14E002B,Employee Injury,Critical,Sales,EMP712E2FBE,San Antonio,2024-06-24 00:00:00,2024-06-27 00:00:00,Resolved,Yes
EVT2D530BA8,Inventory Shortage,Normal,IT,EMP5795E2D4,Los Angeles,2024-03-13 00:00:00,2024-03-24 00:00:00,Resolved,No
EVT01F206E4,Compliance Issue,Warning,Operations,EMP8FEAAAA9,Philadelphia,2024-10-26 00:00:00,2024-10-30 00:00:00,Resolved,No
EVTDDEB2121,Power Outage,Critical,Marketing,EMP00E35AE4,Philadelphia,2024-09-19 00:00:00,,Pending,No
EVT497F04F1,Purchase Request,Warning,Sales,EMP39631369,Phoenix,2024-02-21 00:00:00,2024-02-27 00:00:00,Resolved,No
EVT6FB38461,Equipment Failure,Critical,Sales,EMP3E9B2694,Philadelphia,2024-07-09 00:00:00,2024-07-11 00:00:00,Escalated,No
EVTC41E623A,Cyber Alert,Warning,Procurement,EMPB03BB407,San Antonio,2024-11-12 00:00:00,,Pending,No
EVTC14FC3BB,Equipment Failure,Warning,Finance,EMPC6503F03,Houston,2024-07-15 00:00:00,2024-07-18 00:00:00,Resolved,No
EVTAC45CE22,Employee Injury,Normal,IT,EMP90E11600,Philadelphia,2024-01-24 00:00:00,,Pending,Yes
EVT362BB2EF,Equipment Failure,Warning,IT,EMP1232F0C0,Austin,2024-12-16 00:00:00,2024-12-21 00:00:00,Resolved,No
EVT20C20EA8,Customer Escalation,Warning,Operations,EMP1523A756,Austin,2024-06-23 00:00:00,2024-06-26 00:00:00,Resolved,No
EVT4D80407F,Machine Breakdown,Warning,Sales,EMPBFFBA80D,Philadelphia,2024-12-26 00:00:00,2024-12-31 00:00:00,Resolved,No
EVT74084025,Employee Injury,Critical,Marketing,EMP58C1085E,Philadelphia,2024-05-03 00:00:00,2024-05-06 00:00:00,Resolved,No
EVT24B880E8,Customer Escalation,Warning,Quality,EMP2E2197DC,Chicago,2024-03-27 00:00:00,2024-04-03 00:00:00,Resolved,Yes
EVTCEBEF67C,Customer Escalation,Warning,Procurement,EMPF2440886,New York,2024-05-02 00:00:00,2024-05-05 00:00:00,Resolved,Yes
EVT4F60180F,Cyber Alert,Critical,Manufacturing,EMP99C581BC,Phoenix,2024-04-25 00:00:00,2024-04-28 00:00:00,Resolved,No
EVT41150040,Employee Injury,Warning,Operations,EMP3FE23DCF,Austin,2024-01-14 00:00:00,,Pending,No
EVT54D596E7,Power Outage,Warning,Manufacturing,EMP47E6DFB1,Dallas,2024-04-04 00:00:00,,Pending,No
EVT05B79BDE,Vendor Delay,Warning,Manufacturing,EMP993F5EC4,Philadelphia,2024-06-06 00:00:00,2024-06-11 00:00:00,Resolved,Yes
EVT8166C2C4,Employee Injury,Warning,Procurement,EMPBE61D069,Jacksonville,2024-07-02 00:00:00,2024-07-05 00:00:00,Resolved,No
EVTDE303F40,Compliance Issue,Warning,IT,EMP8C517C32,Phoenix,2024-01-01 00:00:00,2024-01-04 00:00:00,Resolved,No
EVT637044FE,Purchase Request,Warning,Quality,EMP2D1C6CC7,Los Angeles,2024-06-05 00:00:00,,Pending,No
EVT860C785B,Compliance Issue,Critical,Logistics,EMP861F8A3C,Philadelphia,2024-07-15 00:00:00,2024-07-16 00:00:00,Resolved,No
EVT4C201B72,Purchase Request,Normal,Sales,EMP4D52FAA2,Phoenix,2024-02-15 00:00:00,2024-02-28 00:00:00,Resolved,No
EVTD7EEA0C0,Customer Escalation,Warning,Marketing,EMPF5EAAA24,Los Angeles,2024-08-30 00:00:00,2024-09-06 00:00:00,Resolved,No
EVTE80F2E8F,Employee Injury,Warning,Marketing,EMP8B0826EA,Los Angeles,2024-05-23 00:00:00,2024-05-26 00:00:00,Resolved,Yes
EVTDB02EAC5,Cyber Alert,Critical,Logistics,EMP119A6619,San Jose,2024-04-05 00:00:00,,Pending,Yes
EVT621DA1AF,Customer Escalation,Normal,Quality,EMPC16D062C,Chicago,2024-09-26 00:00:00,,Pending,Yes
EVT1A738619,Compliance Issue,Warning,Quality,EMP528C4A73,Dallas,2024-01-25 00:00:00,2024-01-29 00:00:00,Resolved,Yes
EVT616DB5C8,Employee Injury,Critical,Finance,EMP63B677FD,San Antonio,2024-02-20 00:00:00,2024-02-22 00:00:00,Resolved,No
EVT4AAC2265,Employee Injury,Critical,HR,EMP980B7BED,San Jose,2024-02-26 00:00:00,,Pending,No
EVT78292B14,Power Outage,Critical,IT,EMPC3178828,Philadelphia,2024-10-08 00:00:00,,Pending,Yes
EVTB6473D9C,Inventory Shortage,Warning,Manufacturing,EMPA1C88631,Houston,2024-05-29 00:00:00,2024-06-03 00:00:00,Resolved,No
EVTC029FFA0,Power Outage,Critical,HR,EMP7C7D9D6B,San Diego,2024-02-09 00:00:00,,Pending,No
EVTBC326F49,Inventory Shortage,Critical,Manufacturing,EMP21F7A100,Los Angeles,2024-11-03 00:00:00,,Pending,Yes
EVT94413FFB,Vendor Delay,Critical,Operations,EMP5457C932,Dallas,2024-05-25 00:00:00,2024-05-27 00:00:00,Resolved,No
EVT98646397,Customer Escalation,Warning,Manufacturing,EMPBBE75524,Los Angeles,2024-01-11 00:00:00,2024-01-17 00:00:00,Resolved,No
EVT2E975ABC,Cyber Alert,Warning,Manufacturing,EMPA364D54E,San Jose,2024-12-23 00:00:00,2024-12-30 00:00:00,Resolved,Yes
EVT6E1B442F,Machine Breakdown,Warning,Finance,EMP25AFB6A7,Philadelphia,2024-01-01 00:00:00,2024-01-04 00:00:00,Resolved,No
EVTC0802C51,Inventory Shortage,Normal,Finance,EMPA10CD372,Jacksonville,2024-10-17 00:00:00,2024-10-28 00:00:00,Resolved,Yes
EVTF7317516,Customer Escalation,Warning,Procurement,EMP30A6DB00,Philadelphia,2024-08-29 00:00:00,2024-09-03 00:00:00,Resolved,No
EVTF85A0719,Equipment Failure,Critical,Procurement,EMP7EB4D8F7,Austin,2024-02-17 00:00:00,2024-02-20 00:00:00,Resolved,No
EVTA197E63A,Compliance Issue,Warning,Procurement,EMPD73EA132,Dallas,2024-12-29 00:00:00,,Pending,Yes
EVT80C95BE7,Inventory Shortage,Warning,Logistics,EMP7C07CF39,San Diego,2024-03-04 00:00:00,2024-03-08 00:00:00,Resolved,No
EVTD432A240,Employee Injury,Critical,Logistics,EMP59CD40B7,Houston,2024-01-20 00:00:00,2024-01-21 00:00:00,Resolved,Yes
EVTF21BFA04,Vendor Delay,Normal,IT,EMP7C04D65A,San Diego,2024-12-21 00:00:00,2024-12-29 00:00:00,Resolved,No
EVT012688EB,Inventory Shortage,Warning,Quality,EMP55E21613,San Antonio,2024-12-16 00:00:00,,Pending,No
EVT791C9BE0,Power Outage,Critical,Operations,EMP42DF3ED0,Houston,2024-11-06 00:00:00,,Pending,No
EVT2E6625ED,Purchase Request,Normal,Quality,EMP175C753F,Los Angeles,2024-04-27 00:00:00,,Pending,No
EVTC5195F52,Equipment Failure,Critical,Procurement,EMP1FE60389,Phoenix,2024-10-09 00:00:00,2024-10-10 00:00:00,Resolved,No
EVT4B3C6985,Vendor Delay,Warning,Marketing,EMP8465C41B,San Jose,2024-01-23 00:00:00,2024-01-29 00:00:00,Resolved,No
EVT4B97E321,Power Outage,Critical,Sales,EMPC7E6DFCD,Phoenix,2024-06-17 00:00:00,2024-06-19 00:00:00,Resolved,No
EVT0BA6A035,Equipment Failure,Critical,Marketing,EMP6D949449,Phoenix,2024-08-16 00:00:00,,Pending,No
EVT56E4160B,Cyber Alert,Critical,HR,EMP9EF2A730,Dallas,2024-04-12 00:00:00,2024-04-13 00:00:00,Resolved,No
EVT29C0F6A3,Purchase Request,Normal,Operations,EMP8684FBFE,Houston,2024-01-11 00:00:00,2024-01-19 00:00:00,Escalated,No
EVTB890595D,Customer Escalation,Warning,Procurement,EMP24C7E892,Houston,2024-11-28 00:00:00,2024-12-01 00:00:00,Resolved,No
EVT024D3129,Equipment Failure,Critical,Manufacturing,EMPCB6753AD,Austin,2024-12-24 00:00:00,2024-12-25 00:00:00,Resolved,Yes
EVT48C5BFD4,Machine Breakdown,Critical,Operations,EMP07BE9075,Jacksonville,2024-12-03 00:00:00,2024-12-04 00:00:00,Resolved,No
EVT39E6F316,Compliance Issue,Critical,Operations,EMP143F8E0F,Phoenix,2024-12-20 00:00:00,,Pending,No
EVT6ACADB41,Power Outage,Warning,Operations,EMP3E82F799,Chicago,2024-09-05 00:00:00,2024-09-09 00:00:00,Escalated,Yes
EVTD46FC863,Machine Breakdown,Normal,Quality,EMPC892162D,Philadelphia,2024-12-09 00:00:00,2024-12-23 00:00:00,Resolved,No
EVTE3B30270,Purchase Request,Normal,HR,EMP50EF84A6,Austin,2024-06-05 00:00:00,,Pending,Yes
EVT1744613D,Machine Breakdown,Critical,Logistics,EMP7CAAFD50,Dallas,2024-10-29 00:00:00,2024-10-31 00:00:00,Resolved,Yes
EVTECCDB55A,Equipment Failure,Critical,HR,EMP841E41DB,New York,2024-10-30 00:00:00,,Pending,Yes
EVT3B8475BE,Purchase Request,Normal,Procurement,EMPB03BC413,Los Angeles,2024-04-27 00:00:00,2024-05-06 00:00:00,Resolved,No
EVTAEF629C8,Customer Escalation,Critical,HR,EMPA8C57CF4,San Jose,2024-03-12 00:00:00,2024-03-15 00:00:00,Resolved,No
EVT882C0035,Power Outage,Critical,Logistics,EMPD6216EF2,Philadelphia,2024-10-03 00:00:00,,Pending,Yes
EVT4BFA2A48,Employee Injury,Critical,IT,EMP273FBA62,Dallas,2024-08-05 00:00:00,,Pending,Yes
EVT9A214F76,Compliance Issue,Normal,Quality,EMPA90D710A,Jacksonville,2024-01-28 00:00:00,2024-02-05 00:00:00,Resolved,No
EVT1FFCD07D,Purchase Request,Normal,Quality,EMP54F337DB,New York,2024-10-25 00:00:00,2024-11-01 00:00:00,Resolved,No
EVTE9320D0D,Purchase Request,Warning,Logistics,EMP68BC0A15,Phoenix,2024-09-17 00:00:00,,Pending,No
EVT2F80895F,Purchase Request,Normal,Marketing,EMP5D462CD0,Chicago,2024-10-20 00:00:00,2024-11-02 00:00:00,Resolved,No
EVTBAB81885,Power Outage,Critical,Marketing,EMPF1541C62,Jacksonville,2024-02-26 00:00:00,2024-02-27 00:00:00,Resolved,Yes
EVT57FFB469,Compliance Issue,Warning,Logistics,EMP7EBA26A3,Dallas,2024-10-27 00:00:00,2024-11-01 00:00:00,Escalated,No
EVTAED0A88C,Equipment Failure,Normal,IT,EMPE60DA54E,New York,2024-09-07 00:00:00,2024-09-16 00:00:00,Resolved,Yes
EVT39464C9C,Employee Injury,Critical,Manufacturing,EMP78B2F35C,Austin,2024-12-03 00:00:00,2024-12-05 00:00:00,Resolved,No
EVTD4FDCB8C,Compliance Issue,Warning,Manufacturing,EMP3FA68E61,Dallas,2024-06-15 00:00:00,2024-06-19 00:00:00,Resolved,No
EVTC388E4B4,Customer Escalation,Warning,Manufacturing,EMP467E40AA,San Diego,2024-12-21 00:00:00,,Pending,Yes
EVT6CE24ECA,Machine Breakdown,Critical,IT,EMP1A7A9008,San Antonio,2024-06-21 00:00:00,2024-06-23 00:00:00,Resolved,No
EVT23C5D1FA,Employee Injury,Critical,Finance,EMP6CB366B7,San Jose,2024-06-02 00:00:00,2024-06-05 00:00:00,Resolved,No
EVT2BC9F73A,Power Outage,Normal,IT,EMPC7F06FB7,Los Angeles,2024-04-11 00:00:00,2024-04-19 00:00:00,Resolved,No
EVT054F629F,Vendor Delay,Warning,Operations,EMP190A4315,San Diego,2024-07-01 00:00:00,,Pending,No
EVTAE04D9C4,Machine Breakdown,Critical,Manufacturing,EMP3051B65D,Austin,2024-03-11 00:00:00,,Pending,No
EVT04033D3B,Vendor Delay,Warning,Sales,EMP4834A8D8,New York,2024-05-15 00:00:00,2024-05-19 00:00:00,Resolved,No
EVT6350FCF3,Purchase Request,Normal,Manufacturing,EMP3E14909B,Dallas,2024-06-16 00:00:00,2024-07-01 00:00:00,Resolved,No
EVT72E0CC8C,Cyber Alert,Warning,Logistics,EMPEB0427AB,San Diego,2024-06-02 00:00:00,,Pending,No
EVTDE2B0F2F,Employee Injury,Critical,Procurement,EMP3DD13239,Los Angeles,2024-12-11 00:00:00,2024-12-12 00:00:00,Resolved,Yes
EVT143E32B3,Cyber Alert,Critical,Operations,EMPD99F1246,Austin,2024-11-19 00:00:00,2024-11-21 00:00:00,Resolved,Yes
EVTA20B7FF4,Machine Breakdown,Critical,Logistics,EMP52484A25,Dallas,2024-10-06 00:00:00,2024-10-07 00:00:00,Resolved,Yes
EVT7041BC63,Customer Escalation,Warning,Finance,EMP013739B0,Phoenix,2024-07-21 00:00:00,2024-07-24 00:00:00,Resolved,Yes
EVT5B3B0504,Equipment Failure,Critical,Manufacturing,EMP4207765C,Austin,2024-01-14 00:00:00,2024-01-17 00:00:00,Resolved,No
EVT91D61171,Employee Injury,Critical,Marketing,EMP05AD8915,Los Angeles,2024-12-18 00:00:00,2024-12-20 00:00:00,Escalated,Yes
EVT77AAFA05,Compliance Issue,Warning,Marketing,EMP5AE241ED,Dallas,2024-08-05 00:00:00,,Pending,No
EVT22FB38C8,Employee Injury,Critical,Finance,EMP8CEAD6BA,Chicago,2024-01-14 00:00:00,2024-01-16 00:00:00,Resolved,No
EVT8A748A2D,Inventory Shortage,Critical,HR,EMP72C9D4B7,Los Angeles,2024-05-31 00:00:00,2024-06-01 00:00:00,Resolved,Yes
EVT23038337,Cyber Alert,Critical,Sales,EMPD25F7B5F,Dallas,2024-02-13 00:00:00,2024-02-16 00:00:00,Resolved,No
EVTD30DD75A,Compliance Issue,Warning,Manufacturing,EMP870279F0,Houston,2024-08-16 00:00:00,2024-08-20 00:00:00,Resolved,Yes
EVT3E2751DE,Vendor Delay,Normal,IT,EMP640F1C5E,Jacksonville,2024-04-03 00:00:00,,Pending,No
EVTD951BDD5,Cyber Alert,Critical,Finance,EMPFEEF2869,New York,2024-06-25 00:00:00,2024-06-28 00:00:00,Resolved,No
EVT8658D331,Purchase Request,Normal,Quality,EMP941509CA,Austin,2024-07-05 00:00:00,2024-07-15 00:00:00,Resolved,No
EVT2507CECE,Employee Injury,Critical,Quality,EMP4D425593,Jacksonville,2024-12-11 00:00:00,2024-12-14 00:00:00,Resolved,No
EVTB250BE3F,Employee Injury,Critical,Sales,EMP599A740D,San Diego,2024-03-11 00:00:00,2024-03-12 00:00:00,Resolved,Yes
EVT3D6DBB9C,Vendor Delay,Normal,IT,EMPDA9FF9E3,San Jose,2024-01-13 00:00:00,2024-01-27 00:00:00,Resolved,No
EVT7B7366DA,Inventory Shortage,Normal,IT,EMPE81DAD84,San Jose,2024-08-26 00:00:00,2024-09-08 00:00:00,Resolved,No
EVTED46AD11,Inventory Shortage,Normal,Quality,EMP6052C9DC,Houston,2024-07-14 00:00:00,2024-07-27 00:00:00,Resolved,No
EVT10B462D2,Inventory Shortage,Normal,Quality,EMP7B01A23B,Jacksonville,2024-04-09 00:00:00,2024-04-21 00:00:00,Escalated,Yes
EVT2C27A5E4,Vendor Delay,Warning,Marketing,EMPA32A6C83,New York,2024-02-04 00:00:00,2024-02-09 00:00:00,Resolved,No
EVT3C7E25D4,Compliance Issue,Warning,Manufacturing,EMP27336C2D,Philadelphia,2024-11-21 00:00:00,,Pending,No
EVTED66C373,Compliance Issue,Warning,IT,EMP69098DD7,Austin,2024-04-08 00:00:00,,Pending,No
EVTCCE4303C,Equipment Failure,Critical,Quality,EMP4DFF8D71,Dallas,2024-01-31 00:00:00,2024-02-02 00:00:00,Resolved,No
